0.000000000000000000e+00 -5.250045927806797075e-02 3.738582222673481059e-03
5.000000000000000278e-02 -9.587136937498999534e-02 6.752810536715724097e-04
1.000000000000000056e-01 -1.082285690213102836e-01 7.974987172724203868e-04
1.499999999999999944e-01 -1.238597764260812306e-01 4.519951485771209415e-04
2.000000000000000111e-01 -1.439774124491070562e-01 6.656584609904866306e-04
2.500000000000000000e-01 -1.680387900184598937e-01 6.278817453455431529e-04
2.999999999999999889e-01 -1.867357892684852472e-01 3.357781855981064462e-04
3.499999999999999778e-01 -1.998436690395077042e-01 3.627635584980022361e-04
4.000000000000000222e-01 -2.136356027116882716e-01 3.360483316704332294e-04
4.500000000000000111e-01 -2.315407932938586266e-01 3.603952970201224266e-04
5.000000000000000000e-01 -2.532959428677928337e-01 2.244068418470376294e-04
5.500000000000000444e-01 -2.770003800792236737e-01 1.343871998218547489e-03
5.999999999999999778e-01 -3.039469479042297140e-01 6.950382033309963903e-04
6.500000000000000222e-01 -3.321392450586828637e-01 3.832799081300780142e-04
6.999999999999999556e-01 -3.629710810645786490e-01 1.337281540914085501e-03
7.500000000000000000e-01 -3.960846086063217197e-01 6.668322968871746902e-04
8.000000000000000444e-01 -4.313733978466790520e-01 1.413214819130966275e-03
8.499999999999999778e-01 -4.674317852682849939e-01 1.944064785363377752e-03
9.000000000000000222e-01 -5.075854731761838545e-01 3.935465612031424859e-04
9.499999999999999556e-01 -5.494850898461878241e-01 6.212681556846393494e-04
1.000000000000000000e+00 -5.923388410744951926e-01 1.295892851533009997e-03
