0.000000000000000000e+00 -2.572068034996425889e-01 2.799889687609093212e-03
5.000000000000000278e-02 -2.701760552947862215e-01 1.893901050990933832e-03
1.000000000000000056e-01 -2.727602409467976274e-01 1.444616178198468697e-03
1.499999999999999944e-01 -2.749785673312589163e-01 5.831829723735121275e-04
2.000000000000000111e-01 -2.760568964490946464e-01 6.325740114591271637e-04
2.500000000000000000e-01 -2.770906314323953734e-01 2.349854783436505789e-04
2.999999999999999889e-01 -2.782867157447121431e-01 7.714324869869724046e-04
3.499999999999999778e-01 -2.792834894659233513e-01 1.191764427042928251e-03
4.000000000000000222e-01 -2.803316036787076304e-01 8.655871842239472053e-04
4.500000000000000111e-01 -2.814850074509330224e-01 1.018527303274756844e-03
5.000000000000000000e-01 -2.827799422333043822e-01 7.478672847921209168e-04
5.500000000000000444e-01 -2.831811603480101081e-01 8.791280908627078367e-04
5.999999999999999778e-01 -2.851024801625488547e-01 1.188679250758266793e-03
6.500000000000000222e-01 -2.857425097660407642e-01 6.382577987595966984e-04
6.999999999999999556e-01 -2.882691795889431030e-01 1.025199223967545106e-03
7.500000000000000000e-01 -2.897515396608574823e-01 8.309353687682235166e-04
8.000000000000000444e-01 -2.924423613494543384e-01 6.875666387065202051e-04
8.499999999999999778e-01 -2.955104422083077997e-01 3.536416859784508255e-04
9.000000000000000222e-01 -2.992103319057353161e-01 9.041529956095668754e-04
9.499999999999999556e-01 -3.026619110391073897e-01 6.377667274149587855e-04
1.000000000000000000e+00 -3.050212536986641187e-01 9.418676995502344579e-04
