0.000000000000000000e+00 6.457832428974177308e-01 4.979328137185288399e-04
1.000000000000000021e-03 6.457616199406499558e-01 5.346443235552066336e-04
5.000000000000000278e-02 6.440982061707152262e-01 5.115519042027623147e-04
1.000000000000000056e-01 6.422852637321373459e-01 3.852086384655160813e-04
1.499999999999999944e-01 6.401687989161894965e-01 6.107335435390665338e-04
2.000000000000000111e-01 6.380645917141507528e-01 6.660678946844332060e-04
2.500000000000000000e-01 6.361421887626216298e-01 7.314806688912904023e-04
2.999999999999999889e-01 6.340108295331743360e-01 7.047278507620006061e-04
3.499999999999999778e-01 6.316993120661741346e-01 7.216866594488704307e-04
4.000000000000000222e-01 6.294761858055766268e-01 7.209532060856475508e-04
4.500000000000000111e-01 6.271012402495166338e-01 8.378835936567840918e-04
5.000000000000000000e-01 6.246705103286396277e-01 1.048943472321471311e-03
5.500000000000000444e-01 6.215277623291279863e-01 1.038000533497355094e-03
5.999999999999999778e-01 6.189078566948496007e-01 1.071327456941861041e-03
6.500000000000000222e-01 6.153483643424557670e-01 1.316068297814892854e-03
6.999999999999999556e-01 6.128381137799248091e-01 1.023484904138103214e-03
7.500000000000000000e-01 6.082945424444856641e-01 1.692084724559453400e-03
8.000000000000000444e-01 6.040098020249771160e-01 1.867263248358840303e-03
8.499999999999999778e-01 5.972403681432815192e-01 2.325030659609880670e-03
9.000000000000000222e-01 5.903591674559610647e-01 2.016955052344451219e-03
9.499999999999999556e-01 5.782596322890813934e-01 2.987451449327689548e-03
9.989999999999999991e-01 5.109739015973010501e-01 1.191995172120338328e-02
1.000000000000000000e+00 5.095001066454533101e-01 1.287013351402777409e-02
