0.000000000000000000e+00 -2.568664440646867830e-01 6.059625333366912975e-03
5.000000000000000278e-02 -2.698807618824862198e-01 9.276368845006381170e-04
1.000000000000000056e-01 -2.714744805265664196e-01 2.521074399663464968e-03
1.499999999999999944e-01 -2.737302019313108681e-01 5.162950354710892304e-04
2.000000000000000111e-01 -2.759664103556475068e-01 5.250263764978789320e-04
2.500000000000000000e-01 -2.770441561865421010e-01 3.988626874585035251e-04
2.999999999999999889e-01 -2.775896860477644057e-01 8.392574757177219879e-04
3.499999999999999778e-01 -2.787022091355765285e-01 1.085881248659996802e-03
4.000000000000000222e-01 -2.805566793032563955e-01 1.387454326386568368e-03
4.500000000000000111e-01 -2.813002473795390701e-01 3.346456778514833369e-04
5.000000000000000000e-01 -2.828193311533325760e-01 9.228633801899225166e-04
5.500000000000000444e-01 -2.846076951023945312e-01 7.635129936123763407e-04
5.999999999999999778e-01 -2.862873030619638715e-01 5.026603949507622415e-04
6.500000000000000222e-01 -2.875515311974335964e-01 1.016379629377926058e-03
6.999999999999999556e-01 -2.901541506220285949e-01 1.881792174668333586e-03
7.500000000000000000e-01 -2.939122218188693902e-01 1.459555022485153897e-03
8.000000000000000444e-01 -2.975826940424751710e-01 8.405810208176138758e-04
8.499999999999999778e-01 -3.017364684502965577e-01 1.102727515880587124e-03
9.000000000000000222e-01 -3.062252574395277760e-01 1.082530370794512883e-03
9.499999999999999556e-01 -3.108055377648984985e-01 1.095878098303550196e-03
1.000000000000000000e+00 -3.147232510652371862e-01 1.016574868570172506e-03
