0.000000000000000000e+00 -5.304926382777223198e-02 9.177866830806931733e-03
5.000000000000000278e-02 -8.974702741960134678e-02 6.438602546448854783e-04
1.000000000000000056e-01 -1.006190623774476656e-01 3.768822339452264055e-04
1.499999999999999944e-01 -1.129042284134366414e-01 5.380099243966073204e-04
2.000000000000000111e-01 -1.279532032144504450e-01 6.445446424455265064e-04
2.500000000000000000e-01 -1.508195143665210236e-01 5.240794304697143392e-04
2.999999999999999889e-01 -1.825705923089026850e-01 3.402129656741416722e-04
3.499999999999999778e-01 -2.179962246487459621e-01 4.782410273927714455e-04
4.000000000000000222e-01 -2.431572426040569668e-01 5.119280096962102334e-04
4.500000000000000111e-01 -2.546499930377925658e-01 9.054296885678016476e-04
5.000000000000000000e-01 -2.646135689007464431e-01 7.443022371634254713e-04
5.500000000000000444e-01 -2.813860609658125345e-01 1.078007414132996092e-03
5.999999999999999778e-01 -3.047535305456459120e-01 1.482292416054969628e-03
6.500000000000000222e-01 -3.326031420910503522e-01 1.712908184068035085e-03
6.999999999999999556e-01 -3.606545050959899523e-01 1.218917891588963166e-03
7.500000000000000000e-01 -3.939722135528902491e-01 6.320401516485559630e-04
8.000000000000000444e-01 -4.301490240245591790e-01 6.040328341699595675e-04
8.499999999999999778e-01 -4.698393977447842818e-01 1.170068791360852302e-03
9.000000000000000222e-01 -5.092075804579565546e-01 1.723399420574941217e-03
9.499999999999999556e-01 -5.534387210828410897e-01 9.873031409808469272e-04
1.000000000000000000e+00 -5.964665864974271203e-01 7.735610429618421753e-04
