0.000000000000000000e+00 -2.117242843409744424e+01 2.670928088853888696e-04
5.000000000000000278e-02 -2.135994535189159649e+01 3.278817386158112274e-04
1.000000000000000056e-01 -2.154779498272204563e+01 3.212976961827923063e-04
1.499999999999999944e-01 -2.174478562794039505e+01 3.077877689979876966e-04
2.000000000000000111e-01 -2.198335517643907266e+01 6.391334964729740139e-04
2.500000000000000000e-01 -2.233619572714294321e+01 7.392806817788264654e-04
2.999999999999999889e-01 -2.288257743244468756e+01 5.018856783767282554e-04
3.499999999999999778e-01 -2.352270528124339677e+01 1.460628566330497095e-03
4.000000000000000222e-01 -2.389777031899517112e+01 1.559044751527789534e-03
4.500000000000000111e-01 -2.392540262797307804e+01 9.566462831534118657e-04
5.000000000000000000e-01 -2.415751465369216078e+01 5.784996075055763402e-04
5.500000000000000444e-01 -2.430861604455332170e+01 1.950339206690676662e-03
5.999999999999999778e-01 -2.417966950557398675e+01 3.110346129703630592e-03
6.500000000000000222e-01 -2.424170329756499598e+01 2.418438107426700533e-03
6.999999999999999556e-01 -2.466614946473911729e+01 1.848651868422196550e-03
7.500000000000000000e-01 -2.523139354132073464e+01 1.271014893637083167e-03
8.000000000000000444e-01 -2.565027611984313438e+01 9.580131697286207700e-04
8.499999999999999778e-01 -2.590814835573828034e+01 3.607927781621626069e-04
9.000000000000000222e-01 -2.609031117884208584e+01 1.275087399626652785e-03
9.499999999999999556e-01 -2.624553811183761809e+01 4.535804168099191844e-04
1.000000000000000000e+00 -2.640415190583542682e+01 5.189229533486910094e-03
